Time (s),Message Name,Arbitration ID,Signals
0.020521,MM5_10_TX2_178,0x178,"{'PSIP3': -0.03999999999999204, 'CLU_STAT5': 10, 'PSIP3_STAT': 0, 'CLU_DIAG': 34, 'AX1': 0.03579078499999966, 'MSG_CNT_TX2': 15, 'AX1_STAT': 0, 'CRC_TX2': 179}"
0.021275,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0050346450000003, 'MSG_CNT_TX3': 15, 'AZ_STAT': 0, 'CRC_TX3': 6}"
0.021698,MM5_10_TX1_174,0x174,"{'PSIP1': 0.08500000000000796, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.021642169999999794, 'MSG_CNT_TX1': 0, 'AY1_STAT': 0, 'CRC_TX1': 120}"
0.022104,MM5_10_TX2_178,0x178,"{'PSIP3': -0.05500000000000682, 'CLU_STAT5': 0, 'PSIP3_STAT': 0, 'CLU_DIAG': 0, 'AX1': 0.036428110000000125, 'MSG_CNT_TX2': 0, 'AX1_STAT': 0, 'CRC_TX2': 170}"
0.022467,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0042698549999995, 'MSG_CNT_TX3': 0, 'AZ_STAT': 0, 'CRC_TX3': 178}"
0.022755,MM5_10_TX1_174,0x174,"{'PSIP1': 0.08500000000000796, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.021514704999999523, 'MSG_CNT_TX1': 1, 'AY1_STAT': 0, 'CRC_TX1': 233}"
0.023073,MM5_10_TX2_178,0x178,"{'PSIP3': -0.05500000000000682, 'CLU_STAT5': 0, 'PSIP3_STAT': 0, 'CLU_DIAG': 0, 'AX1': 0.03783022499999955, 'MSG_CNT_TX2': 1, 'AX1_STAT': 0, 'CRC_TX2': 21}"
0.023402,MM5_10_TX3_17C,0x17c,"{'AZ': 1.004014925, 'MSG_CNT_TX3': 1, 'AZ_STAT': 0, 'CRC_TX3': 172}"
0.023739,MM5_10_TX1_174,0x174,"{'PSIP1': 0.08500000000000796, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02202456499999972, 'MSG_CNT_TX1': 2, 'AY1_STAT': 0, 'CRC_TX1': 200}"
0.024218,MM5_10_TX2_178,0x178,"{'PSIP3': 0.0, 'CLU_STAT5': 1, 'PSIP3_STAT': 0, 'CLU_DIAG': 32, 'AX1': 0.03859501500000029, 'MSG_CNT_TX2': 2, 'AX1_STAT': 0, 'CRC_TX2': 131}"
0.024559,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0047797149999997, 'MSG_CNT_TX3': 2, 'AZ_STAT': 0, 'CRC_TX3': 130}"
0.024842,MM5_10_TX1_174,0x174,"{'PSIP1': 0.08500000000000796, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.022661890000000184, 'MSG_CNT_TX1': 3, 'AY1_STAT': 0, 'CRC_TX1': 75}"
0.025177,MM5_10_TX2_178,0x178,"{'PSIP3': 0.03999999999999204, 'CLU_STAT5': 2, 'PSIP3_STAT': 0, 'CLU_DIAG': 32, 'AX1': 0.03795768999999982, 'MSG_CNT_TX2': 3, 'AX1_STAT': 0, 'CRC_TX2': 123}"
0.025548,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0066916900000002, 'MSG_CNT_TX3': 3, 'AZ_STAT': 0, 'CRC_TX3': 8}"
0.025869,MM5_10_TX1_174,0x174,"{'PSIP1': 0.08500000000000796, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.023299214999999762, 'MSG_CNT_TX1': 4, 'AY1_STAT': 0, 'CRC_TX1': 145}"
0.026196,MM5_10_TX2_178,0x178,"{'PSIP3': 0.030000000000001137, 'CLU_STAT5': 3, 'PSIP3_STAT': 0, 'CLU_DIAG': 39, 'AX1': 0.0370654349999997, 'MSG_CNT_TX2': 4, 'AX1_STAT': 0, 'CRC_TX2': 52}"
0.026588,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0086036649999999, 'MSG_CNT_TX3': 4, 'AZ_STAT': 0, 'CRC_TX3': 255}"
0.026863,MM5_10_TX1_174,0x174,"{'PSIP1': 0.125, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.023426680000000033, 'MSG_CNT_TX1': 5, 'AY1_STAT': 0, 'CRC_TX1': 216}"
0.027184,MM5_10_TX2_178,0x178,"{'PSIP3': -0.05500000000000682, 'CLU_STAT5': 4, 'PSIP3_STAT': 0, 'CLU_DIAG': 47, 'AX1': 0.03681050500000005, 'MSG_CNT_TX2': 5, 'AX1_STAT': 0, 'CRC_TX2': 250}"
0.027575,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0093684549999997, 'MSG_CNT_TX3': 5, 'AZ_STAT': 0, 'CRC_TX3': 231}"
0.027881,MM5_10_TX1_174,0x174,"{'PSIP1': 0.11000000000001364, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02304428500000011, 'MSG_CNT_TX1': 6, 'AY1_STAT': 0, 'CRC_TX1': 38}"
0.028206,MM5_10_TX2_178,0x178,"{'PSIP3': -0.125, 'CLU_STAT5': 5, 'PSIP3_STAT': 0, 'CLU_DIAG': 18, 'AX1': 0.03783022499999955, 'MSG_CNT_TX2': 6, 'AX1_STAT': 0, 'CRC_TX2': 152}"
0.028523,MM5_10_TX3_17C,0x17c,"{'AZ': 1.007838875, 'MSG_CNT_TX3': 6, 'AZ_STAT': 0, 'CRC_TX3': 202}"
0.028802,MM5_10_TX1_174,0x174,"{'PSIP1': 0.06999999999999318, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.022661890000000184, 'MSG_CNT_TX1': 7, 'AY1_STAT': 0, 'CRC_TX1': 218}"
0.029165,MM5_10_TX2_178,0x178,"{'PSIP3': -0.125, 'CLU_STAT5': 6, 'PSIP3_STAT': 0, 'CLU_DIAG': 34, 'AX1': 0.03897741000000021, 'MSG_CNT_TX2': 7, 'AX1_STAT': 0, 'CRC_TX2': 204}"
0.029532,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0054170400000002, 'MSG_CNT_TX3': 7, 'AZ_STAT': 0, 'CRC_TX3': 115}"
0.029863,MM5_10_TX1_174,0x174,"{'PSIP1': 0.03999999999999204, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.022534424999999914, 'MSG_CNT_TX1': 8, 'AY1_STAT': 0, 'CRC_TX1': 62}"
0.030247,MM5_10_TX2_178,0x178,"{'PSIP3': -0.05500000000000682, 'CLU_STAT5': 7, 'PSIP3_STAT': 0, 'CLU_DIAG': 38, 'AX1': 0.03897741000000021, 'MSG_CNT_TX2': 8, 'AX1_STAT': 0, 'CRC_TX2': 80}"
0.030621,MM5_10_TX3_17C,0x17c,"{'AZ': 1.00363253, 'MSG_CNT_TX3': 8, 'AZ_STAT': 0, 'CRC_TX3': 211}"
0.031038,MM5_10_TX1_174,0x174,"{'PSIP1': 0.03999999999999204, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02202456499999972, 'MSG_CNT_TX1': 9, 'AY1_STAT': 0, 'CRC_TX1': 49}"
0.031500,MM5_10_TX2_178,0x178,"{'PSIP3': -0.014999999999986358, 'CLU_STAT5': 8, 'PSIP3_STAT': 0, 'CLU_DIAG': 34, 'AX1': 0.038212620000000364, 'MSG_CNT_TX2': 9, 'AX1_STAT': 0, 'CRC_TX2': 188}"
0.031878,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0029952049999995, 'MSG_CNT_TX3': 9, 'AZ_STAT': 0, 'CRC_TX3': 0}"
0.032167,MM5_10_TX1_174,0x174,"{'PSIP1': 0.08500000000000796, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02202456499999972, 'MSG_CNT_TX1': 10, 'AY1_STAT': 0, 'CRC_TX1': 32}"
0.032486,MM5_10_TX2_178,0x178,"{'PSIP3': -0.014999999999986358, 'CLU_STAT5': 9, 'PSIP3_STAT': 0, 'CLU_DIAG': 33, 'AX1': 0.0375752949999999, 'MSG_CNT_TX2': 10, 'AX1_STAT': 0, 'CRC_TX2': 203}"
0.032876,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0022304149999997, 'MSG_CNT_TX3': 10, 'AZ_STAT': 0, 'CRC_TX3': 40}"
0.033153,MM5_10_TX1_174,0x174,"{'PSIP1': 0.125, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.021514704999999523, 'MSG_CNT_TX1': 11, 'AY1_STAT': 0, 'CRC_TX1': 233}"
0.033475,MM5_10_TX2_178,0x178,"{'PSIP3': 0.014999999999986358, 'CLU_STAT5': 0, 'PSIP3_STAT': 0, 'CLU_DIAG': 0, 'AX1': 0.03783022499999955, 'MSG_CNT_TX2': 11, 'AX1_STAT': 0, 'CRC_TX2': 180}"
0.033924,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0012106950000002, 'MSG_CNT_TX3': 11, 'AZ_STAT': 0, 'CRC_TX3': 33}"
0.034237,MM5_10_TX1_174,0x174,"{'PSIP1': 0.13999999999998636, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02125977499999987, 'MSG_CNT_TX1': 12, 'AY1_STAT': 0, 'CRC_TX1': 135}"
0.034596,MM5_10_TX2_178,0x178,"{'PSIP3': 0.030000000000001137, 'CLU_STAT5': 1, 'PSIP3_STAT': 0, 'CLU_DIAG': 37, 'AX1': 0.03795768999999982, 'MSG_CNT_TX2': 12, 'AX1_STAT': 0, 'CRC_TX2': 172}"
0.034929,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0004459050000003, 'MSG_CNT_TX3': 12, 'AZ_STAT': 0, 'CRC_TX3': 119}"
0.035214,MM5_10_TX1_174,0x174,"{'PSIP1': 0.13999999999998636, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.020877379999999945, 'MSG_CNT_TX1': 13, 'AY1_STAT': 0, 'CRC_TX1': 22}"
0.035560,MM5_10_TX2_178,0x178,"{'PSIP3': -0.05500000000000682, 'CLU_STAT5': 2, 'PSIP3_STAT': 0, 'CLU_DIAG': 57, 'AX1': 0.03795768999999982, 'MSG_CNT_TX2': 13, 'AX1_STAT': 0, 'CRC_TX2': 191}"
0.035924,MM5_10_TX3_17C,0x17c,"{'AZ': 0.9992987199999996, 'MSG_CNT_TX3': 13, 'AZ_STAT': 0, 'CRC_TX3': 233}"
0.036210,MM5_10_TX1_174,0x174,"{'PSIP1': 0.13999999999998636, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.019857659999999555, 'MSG_CNT_TX1': 14, 'AY1_STAT': 0, 'CRC_TX1': 21}"
0.036523,MM5_10_TX2_178,0x178,"{'PSIP3': -0.22499999999999432, 'CLU_STAT5': 3, 'PSIP3_STAT': 0, 'CLU_DIAG': 33, 'AX1': 0.038212620000000364, 'MSG_CNT_TX2': 14, 'AX1_STAT': 0, 'CRC_TX2': 242}"
0.036864,MM5_10_TX3_17C,0x17c,"{'AZ': 0.9986613950000001, 'MSG_CNT_TX3': 14, 'AZ_STAT': 0, 'CRC_TX3': 102}"
0.037146,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.020877379999999945, 'MSG_CNT_TX1': 15, 'AY1_STAT': 0, 'CRC_TX1': 254}"
0.037462,MM5_10_TX2_178,0x178,"{'PSIP3': -0.3100000000000023, 'CLU_STAT5': 4, 'PSIP3_STAT': 0, 'CLU_DIAG': 32, 'AX1': 0.03859501500000029, 'MSG_CNT_TX2': 15, 'AX1_STAT': 0, 'CRC_TX2': 17}"
0.037905,MM5_10_TX3_17C,0x17c,"{'AZ': 0.99904379, 'MSG_CNT_TX3': 15, 'AZ_STAT': 0, 'CRC_TX3': 242}"
0.038235,MM5_10_TX1_174,0x174,"{'PSIP1': 0.05500000000000682, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02227949500000026, 'MSG_CNT_TX1': 0, 'AY1_STAT': 0, 'CRC_TX1': 32}"
0.038556,MM5_10_TX2_178,0x178,"{'PSIP3': -0.22499999999999432, 'CLU_STAT5': 0, 'PSIP3_STAT': 0, 'CLU_DIAG': 0, 'AX1': 0.039359805000000136, 'MSG_CNT_TX2': 0, 'AX1_STAT': 0, 'CRC_TX2': 166}"
0.038884,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0004459050000003, 'MSG_CNT_TX3': 0, 'AZ_STAT': 0, 'CRC_TX3': 235}"
0.039222,MM5_10_TX1_174,0x174,"{'PSIP1': 0.05500000000000682, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.023426680000000033, 'MSG_CNT_TX1': 1, 'AY1_STAT': 0, 'CRC_TX1': 175}"
0.039553,MM5_10_TX2_178,0x178,"{'PSIP3': -0.09999999999999432, 'CLU_STAT5': 0, 'PSIP3_STAT': 0, 'CLU_DIAG': 0, 'AX1': 0.039997129999999714, 'MSG_CNT_TX2': 1, 'AX1_STAT': 0, 'CRC_TX2': 183}"
0.039873,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0026128099999996, 'MSG_CNT_TX3': 1, 'AZ_STAT': 0, 'CRC_TX3': 98}"
0.040152,MM5_10_TX1_174,0x174,"{'PSIP1': 0.08500000000000796, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.023809074999999957, 'MSG_CNT_TX1': 2, 'AY1_STAT': 0, 'CRC_TX1': 213}"
0.040488,MM5_10_TX2_178,0x178,"{'PSIP3': -0.08500000000000796, 'CLU_STAT5': 1, 'PSIP3_STAT': 0, 'CLU_DIAG': 33, 'AX1': 0.03974220000000006, 'MSG_CNT_TX2': 2, 'AX1_STAT': 0, 'CRC_TX2': 201}"
0.040862,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0050346450000003, 'MSG_CNT_TX3': 2, 'AZ_STAT': 0, 'CRC_TX3': 135}"
0.041148,MM5_10_TX1_174,0x174,"{'PSIP1': 0.11000000000001364, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.023299214999999762, 'MSG_CNT_TX1': 3, 'AY1_STAT': 0, 'CRC_TX1': 76}"
0.041463,MM5_10_TX2_178,0x178,"{'PSIP3': -0.15500000000000114, 'CLU_STAT5': 2, 'PSIP3_STAT': 0, 'CLU_DIAG': 40, 'AX1': 0.03859501500000029, 'MSG_CNT_TX2': 3, 'AX1_STAT': 0, 'CRC_TX2': 248}"
0.041903,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0064367599999997, 'MSG_CNT_TX3': 3, 'AZ_STAT': 0, 'CRC_TX3': 11}"
0.042195,MM5_10_TX1_174,0x174,"{'PSIP1': 0.11000000000001364, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.022661890000000184, 'MSG_CNT_TX1': 4, 'AY1_STAT': 0, 'CRC_TX1': 150}"
0.042520,MM5_10_TX2_178,0x178,"{'PSIP3': -0.22499999999999432, 'CLU_STAT5': 3, 'PSIP3_STAT': 0, 'CLU_DIAG': 50, 'AX1': 0.03783022499999955, 'MSG_CNT_TX2': 4, 'AX1_STAT': 0, 'CRC_TX2': 54}"
0.042850,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0070740850000002, 'MSG_CNT_TX3': 4, 'AZ_STAT': 0, 'CRC_TX3': 209}"
0.043171,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.023299214999999762, 'MSG_CNT_TX1': 5, 'AY1_STAT': 0, 'CRC_TX1': 184}"
0.043497,MM5_10_TX2_178,0x178,"{'PSIP3': -0.2400000000000091, 'CLU_STAT5': 4, 'PSIP3_STAT': 0, 'CLU_DIAG': 32, 'AX1': 0.0375752949999999, 'MSG_CNT_TX2': 5, 'AX1_STAT': 0, 'CRC_TX2': 204}"
0.043814,MM5_10_TX3_17C,0x17c,"{'AZ': 1.007838875, 'MSG_CNT_TX3': 5, 'AZ_STAT': 0, 'CRC_TX3': 237}"
0.044095,MM5_10_TX1_174,0x174,"{'PSIP1': 0.06999999999999318, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.023681609999999687, 'MSG_CNT_TX1': 6, 'AY1_STAT': 0, 'CRC_TX1': 203}"
0.044415,MM5_10_TX2_178,0x178,"{'PSIP3': -0.19499999999999318, 'CLU_STAT5': 5, 'PSIP3_STAT': 0, 'CLU_DIAG': 41, 'AX1': 0.038340084999999746, 'MSG_CNT_TX2': 6, 'AX1_STAT': 0, 'CRC_TX2': 0}"
0.044778,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0072015499999996, 'MSG_CNT_TX3': 6, 'AZ_STAT': 0, 'CRC_TX3': 103}"
0.045063,MM5_10_TX1_174,0x174,"{'PSIP1': 0.06999999999999318, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02304428500000011, 'MSG_CNT_TX1': 7, 'AY1_STAT': 0, 'CRC_TX1': 80}"
0.045385,MM5_10_TX2_178,0x178,"{'PSIP3': -0.15500000000000114, 'CLU_STAT5': 6, 'PSIP3_STAT': 0, 'CLU_DIAG': 50, 'AX1': 0.03884994499999994, 'MSG_CNT_TX2': 7, 'AX1_STAT': 0, 'CRC_TX2': 182}"
0.045810,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0066916900000002, 'MSG_CNT_TX3': 7, 'AZ_STAT': 0, 'CRC_TX3': 124}"
0.046149,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02227949500000026, 'MSG_CNT_TX1': 8, 'AY1_STAT': 0, 'CRC_TX1': 45}"
0.046477,MM5_10_TX2_178,0x178,"{'PSIP3': -0.11000000000001364, 'CLU_STAT5': 7, 'PSIP3_STAT': 0, 'CLU_DIAG': 34, 'AX1': 0.03783022499999955, 'MSG_CNT_TX2': 8, 'AX1_STAT': 0, 'CRC_TX2': 99}"
0.046808,MM5_10_TX3_17C,0x17c,"{'AZ': 1.007838875, 'MSG_CNT_TX3': 8, 'AZ_STAT': 0, 'CRC_TX3': 108}"
0.047077,MM5_10_TX1_174,0x174,"{'PSIP1': 0.08500000000000796, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02202456499999972, 'MSG_CNT_TX1': 9, 'AY1_STAT': 0, 'CRC_TX1': 7}"
0.047403,MM5_10_TX2_178,0x178,"{'PSIP3': -0.13999999999998636, 'CLU_STAT5': 8, 'PSIP3_STAT': 0, 'CLU_DIAG': 41, 'AX1': 0.03681050500000005, 'MSG_CNT_TX2': 9, 'AX1_STAT': 0, 'CRC_TX2': 41}"
0.047783,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0086036649999999, 'MSG_CNT_TX3': 9, 'AZ_STAT': 0, 'CRC_TX3': 126}"
0.048068,MM5_10_TX1_174,0x174,"{'PSIP1': 0.06999999999999318, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02227949500000026, 'MSG_CNT_TX1': 10, 'AY1_STAT': 0, 'CRC_TX1': 198}"
0.048432,MM5_10_TX2_178,0x178,"{'PSIP3': -0.18000000000000682, 'CLU_STAT5': 0, 'PSIP3_STAT': 0, 'CLU_DIAG': 0, 'AX1': 0.0370654349999997, 'MSG_CNT_TX2': 10, 'AX1_STAT': 0, 'CRC_TX2': 53}"
0.048773,MM5_10_TX3_17C,0x17c,"{'AZ': 1.00745648, 'MSG_CNT_TX3': 10, 'AZ_STAT': 0, 'CRC_TX3': 218}"
0.049055,MM5_10_TX1_174,0x174,"{'PSIP1': 0.08500000000000796, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.021897100000000336, 'MSG_CNT_TX1': 11, 'AY1_STAT': 0, 'CRC_TX1': 178}"
0.049377,MM5_10_TX2_178,0x178,"{'PSIP3': -0.15500000000000114, 'CLU_STAT5': 0, 'PSIP3_STAT': 0, 'CLU_DIAG': 0, 'AX1': 0.03783022499999955, 'MSG_CNT_TX2': 11, 'AX1_STAT': 0, 'CRC_TX2': 23}"
0.049849,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0060543649999998, 'MSG_CNT_TX3': 11, 'AZ_STAT': 0, 'CRC_TX3': 102}"
0.050149,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02202456499999972, 'MSG_CNT_TX1': 12, 'AY1_STAT': 0, 'CRC_TX1': 90}"
0.050468,MM5_10_TX2_178,0x178,"{'PSIP3': -0.05500000000000682, 'CLU_STAT5': 1, 'PSIP3_STAT': 0, 'CLU_DIAG': 2, 'AX1': 0.03795768999999982, 'MSG_CNT_TX2': 12, 'AX1_STAT': 0, 'CRC_TX2': 85}"
0.050794,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0047797149999997, 'MSG_CNT_TX3': 12, 'AZ_STAT': 0, 'CRC_TX3': 36}"
0.051084,MM5_10_TX1_174,0x174,"{'PSIP1': 0.05500000000000682, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.022661890000000184, 'MSG_CNT_TX1': 13, 'AY1_STAT': 0, 'CRC_TX1': 60}"
0.051404,MM5_10_TX2_178,0x178,"{'PSIP3': 0.06999999999999318, 'CLU_STAT5': 2, 'PSIP3_STAT': 0, 'CLU_DIAG': 15, 'AX1': 0.03795768999999982, 'MSG_CNT_TX2': 13, 'AX1_STAT': 0, 'CRC_TX2': 44}"
0.051721,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0042698549999995, 'MSG_CNT_TX3': 13, 'AZ_STAT': 0, 'CRC_TX3': 51}"
0.051999,MM5_10_TX1_174,0x174,"{'PSIP1': 0.014999999999986358, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.023426680000000033, 'MSG_CNT_TX1': 14, 'AY1_STAT': 0, 'CRC_TX1': 198}"
0.052359,MM5_10_TX2_178,0x178,"{'PSIP3': 0.08500000000000796, 'CLU_STAT5': 3, 'PSIP3_STAT': 0, 'CLU_DIAG': 19, 'AX1': 0.0375752949999999, 'MSG_CNT_TX2': 14, 'AX1_STAT': 0, 'CRC_TX2': 246}"
0.052689,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0043973199999998, 'MSG_CNT_TX3': 14, 'AZ_STAT': 0, 'CRC_TX3': 146}"
0.052961,MM5_10_TX1_174,0x174,"{'PSIP1': 0.0, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02406400499999961, 'MSG_CNT_TX1': 15, 'AY1_STAT': 0, 'CRC_TX1': 181}"
0.053274,MM5_10_TX2_178,0x178,"{'PSIP3': -0.014999999999986358, 'CLU_STAT5': 4, 'PSIP3_STAT': 0, 'CLU_DIAG': 3, 'AX1': 0.03719289999999997, 'MSG_CNT_TX2': 15, 'AX1_STAT': 0, 'CRC_TX2': 235}"
0.053665,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0046522500000004, 'MSG_CNT_TX3': 15, 'AZ_STAT': 0, 'CRC_TX3': 140}"
0.054032,MM5_10_TX1_174,0x174,"{'PSIP1': 0.0, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.023809074999999957, 'MSG_CNT_TX1': 0, 'AY1_STAT': 0, 'CRC_TX1': 11}"
0.054352,MM5_10_TX2_178,0x178,"{'PSIP3': -0.08500000000000796, 'CLU_STAT5': 5, 'PSIP3_STAT': 0, 'CLU_DIAG': 8, 'AX1': 0.03719289999999997, 'MSG_CNT_TX2': 0, 'AX1_STAT': 0, 'CRC_TX2': 31}"
0.054682,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0046522500000004, 'MSG_CNT_TX3': 0, 'AZ_STAT': 0, 'CRC_TX3': 55}"
0.054981,MM5_10_TX1_174,0x174,"{'PSIP1': 0.03999999999999204, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.022916819999999838, 'MSG_CNT_TX1': 1, 'AY1_STAT': 0, 'CRC_TX1': 66}"
0.055337,MM5_10_TX2_178,0x178,"{'PSIP3': -0.08500000000000796, 'CLU_STAT5': 6, 'PSIP3_STAT': 0, 'CLU_DIAG': 47, 'AX1': 0.0370654349999997, 'MSG_CNT_TX2': 1, 'AX1_STAT': 0, 'CRC_TX2': 136}"
0.055669,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0038874599999996, 'MSG_CNT_TX3': 1, 'AZ_STAT': 0, 'CRC_TX3': 35}"
0.055943,MM5_10_TX1_174,0x174,"{'PSIP1': 0.06999999999999318, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.021514704999999523, 'MSG_CNT_TX1': 2, 'AY1_STAT': 0, 'CRC_TX1': 43}"
0.056325,MM5_10_TX2_178,0x178,"{'PSIP3': -0.05500000000000682, 'CLU_STAT5': 7, 'PSIP3_STAT': 0, 'CLU_DIAG': 5, 'AX1': 0.03681050500000005, 'MSG_CNT_TX2': 2, 'AX1_STAT': 0, 'CRC_TX2': 230}"
0.056694,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0035050649999997, 'MSG_CNT_TX3': 2, 'AZ_STAT': 0, 'CRC_TX3': 141}"
0.056985,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.020240055000000368, 'MSG_CNT_TX1': 3, 'AY1_STAT': 0, 'CRC_TX1': 202}"
0.057299,MM5_10_TX2_178,0x178,"{'PSIP3': -0.05500000000000682, 'CLU_STAT5': 8, 'PSIP3_STAT': 0, 'CLU_DIAG': 14, 'AX1': 0.0370654349999997, 'MSG_CNT_TX2': 3, 'AX1_STAT': 0, 'CRC_TX2': 162}"
0.057682,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0046522500000004, 'MSG_CNT_TX3': 3, 'AZ_STAT': 0, 'CRC_TX3': 16}"
0.058005,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.020240055000000368, 'MSG_CNT_TX1': 4, 'AY1_STAT': 0, 'CRC_TX1': 153}"
0.058327,MM5_10_TX2_178,0x178,"{'PSIP3': -0.08500000000000796, 'CLU_STAT5': 9, 'PSIP3_STAT': 0, 'CLU_DIAG': 7, 'AX1': 0.0375752949999999, 'MSG_CNT_TX2': 4, 'AX1_STAT': 0, 'CRC_TX2': 77}"
0.058674,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0060543649999998, 'MSG_CNT_TX3': 4, 'AZ_STAT': 0, 'CRC_TX3': 221}"
0.058990,MM5_10_TX1_174,0x174,"{'PSIP1': 0.08500000000000796, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02125977499999987, 'MSG_CNT_TX1': 5, 'AY1_STAT': 0, 'CRC_TX1': 148}"
0.059306,MM5_10_TX2_178,0x178,"{'PSIP3': -0.09999999999999432, 'CLU_STAT5': 10, 'PSIP3_STAT': 0, 'CLU_DIAG': 9, 'AX1': 0.03795768999999982, 'MSG_CNT_TX2': 5, 'AX1_STAT': 0, 'CRC_TX2': 121}"
0.059633,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0056719699999999, 'MSG_CNT_TX3': 5, 'AZ_STAT': 0, 'CRC_TX3': 74}"
0.059913,MM5_10_TX1_174,0x174,"{'PSIP1': 0.05500000000000682, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02202456499999972, 'MSG_CNT_TX1': 6, 'AY1_STAT': 0, 'CRC_TX1': 109}"
